0, 0, Header, 1, 5, 480
1, 0, Start_track
1, 0, Title_t, "Drumset\000"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 833333
1, 0, Control_c, 9, 121, 0
1, 0, Program_c, 9, 0
1, 0, Control_c, 9, 7, 100
1, 0, Control_c, 9, 10, 64
1, 0, Control_c, 9, 91, 0
1, 0, Control_c, 9, 93, 0
1, 0, MIDI_port, 0
1, 1, End_track
2, 0, Start_track
2, 0, Title_t, "Instrument_01\000"
2, 0, Key_signature, 0, "major"
2, 0, Control_c, 0, 121, 0
2, 0, Program_c, 0, 50
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 0
2, 0, Control_c, 0, 93, 0
2, 0, MIDI_port, 0
2, 0, Note_on_c, 0, 65, 80
2, 227, Note_on_c, 0, 65, 0
2, 240, Note_on_c, 0, 67, 80
2, 467, Note_on_c, 0, 67, 0
2, 480, Note_on_c, 0, 68, 80
2, 707, Note_on_c, 0, 68, 0
2, 720, Note_on_c, 0, 65, 80
2, 947, Note_on_c, 0, 65, 0
2, 960, Note_on_c, 0, 70, 80
2, 1187, Note_on_c, 0, 70, 0
2, 1200, Note_on_c, 0, 72, 80
2, 1427, Note_on_c, 0, 72, 0
2, 1440, Note_on_c, 0, 73, 80
2, 2123, Note_on_c, 0, 73, 0
2, 2160, Note_on_c, 0, 72, 80
2, 2387, Note_on_c, 0, 72, 0
2, 2400, Note_on_c, 0, 70, 80
2, 2627, Note_on_c, 0, 70, 0
2, 2640, Note_on_c, 0, 69, 80
2, 2867, Note_on_c, 0, 69, 0
2, 2880, Note_on_c, 0, 70, 80
2, 3791, Note_on_c, 0, 70, 0
2, 3840, Note_on_c, 0, 72, 80
2, 4295, Note_on_c, 0, 72, 0
2, 4320, Note_on_c, 0, 68, 80
2, 5687, Note_on_c, 0, 68, 0
2, 5760, Note_on_c, 0, 68, 80
2, 5987, Note_on_c, 0, 68, 0
2, 6000, Note_on_c, 0, 65, 80
2, 6227, Note_on_c, 0, 65, 0
2, 6240, Note_on_c, 0, 73, 80
2, 6467, Note_on_c, 0, 73, 0
2, 6480, Note_on_c, 0, 72, 80
2, 6707, Note_on_c, 0, 72, 0
2, 6720, Note_on_c, 0, 70, 80
2, 6947, Note_on_c, 0, 70, 0
2, 6960, Note_on_c, 0, 68, 80
2, 7187, Note_on_c, 0, 68, 0
2, 7200, Note_on_c, 0, 67, 80
2, 8567, Note_on_c, 0, 67, 0
2, 8640, Note_on_c, 0, 65, 80
2, 11375, Note_on_c, 0, 65, 0
2, 11520, Note_on_c, 0, 65, 80
2, 14255, Note_on_c, 0, 65, 0
2, 14256, End_track
3, 0, Start_track
3, 0, Title_t, "Instrument_02\000"
3, 0, Key_signature, 0, "major"
3, 0, Control_c, 1, 121, 0
3, 0, Program_c, 1, 50
3, 0, Control_c, 1, 7, 100
3, 0, Control_c, 1, 10, 64
3, 0, Control_c, 1, 91, 0
3, 0, Control_c, 1, 93, 0
3, 0, MIDI_port, 0
3, 1440, Note_on_c, 1, 65, 80
3, 2807, Note_on_c, 1, 65, 0
3, 2880, Note_on_c, 1, 64, 80
3, 4247, Note_on_c, 1, 64, 0
3, 4320, Note_on_c, 1, 65, 80
3, 5687, Note_on_c, 1, 65, 0
3, 5760, Note_on_c, 1, 65, 80
3, 7127, Note_on_c, 1, 65, 0
3, 7200, Note_on_c, 1, 64, 80
3, 7427, Note_on_c, 1, 64, 0
3, 7440, Note_on_c, 1, 65, 80
3, 7667, Note_on_c, 1, 65, 0
3, 7680, Note_on_c, 1, 64, 80
3, 8135, Note_on_c, 1, 64, 0
3, 8160, Note_on_c, 1, 62, 80
3, 8615, Note_on_c, 1, 62, 0
3, 8640, Note_on_c, 1, 60, 80
3, 11375, Note_on_c, 1, 60, 0
3, 11520, Note_on_c, 1, 60, 80
3, 14255, Note_on_c, 1, 60, 0
3, 14256, End_track
4, 0, Start_track
4, 0, Title_t, "Instrument_03\000"
4, 0, Key_signature, 0, "major"
4, 0, Control_c, 2, 121, 0
4, 0, Program_c, 2, 50
4, 0, Control_c, 2, 7, 100
4, 0, Control_c, 2, 10, 64
4, 0, Control_c, 2, 91, 0
4, 0, Control_c, 2, 93, 0
4, 0, MIDI_port, 0
4, 1440, Note_on_c, 2, 58, 80
4, 1667, Note_on_c, 2, 58, 0
4, 1680, Note_on_c, 2, 60, 80
4, 1907, Note_on_c, 2, 60, 0
4, 1920, Note_on_c, 2, 61, 80
4, 2147, Note_on_c, 2, 61, 0
4, 2160, Note_on_c, 2, 58, 80
4, 2387, Note_on_c, 2, 58, 0
4, 2400, Note_on_c, 2, 65, 80
